19.94999313,18.29493141
20.71894646,14.09535408
20.08194351,12.71894169
19.00670242,9.480859756
17.52791214,6.375809193
16.53603935,7.327365875
15.74374771,3.155429125
16.6124897,6.731945038
17.07920456,8.790148735
16.71968269,6.207251072
15.54741764,3.278702259
15.35618019,4.895094395
14.228158,4.579926014
12.93990898,3.025494814
12.65518665,-1.07686162
13.83898735,1.171491504
15.07982922,1.612328649
15.67564774,1.038916588
15.74027061,1.3028934
16.32960701,1.968421102
15.30337811,3.079111099
14.18242455,1.872353792
15.48851967,4.213188171
14.80933475,3.099934578
14.96870518,2.854979515
15.49697971,1.881156683
15.99887085,4.277061462
14.21786499,3.764484882
13.90676403,0.259035736
14.9838047,2.534656525
14.77429962,2.535087585
14.78683376,3.517329693
14.63066006,2.818441153
15.77258778,1.884380579
15.56425476,2.951623678
14.51358604,3.135376453
14.96711731,2.67523098
14.48892021,1.790024281
14.59572887,3.741966009
13.98062325,1.383401036
13.15642071,1.560737967
13.06134129,-0.240068004
13.05542469,0.897049308
13.09399509,-0.341902345
13.15274429,-0.917271316
13.03815556,-1.037757158
12.91152287,-0.866691649
13.01973057,-0.691570163
12.97635174,-0.019699847
13.88652706,-1.488759518
13.89248466,8.412125587
12.19209385,-2.089512348
12.0338726,-2.487664223
13.78230476,-0.592043102
13.78539658,0.72243619
13.91145802,0.267341733
14.01297474,0.411769718
13.46030712,1.684494495
12.62628651,-0.445296347
12.09924793,-0.867179692
12.44471169,-0.272190511
12.49608231,-1.083577275
12.72112274,-0.134626761
11.98950863,-0.355198473
11.73313713,-0.344464302
12.25571728,-0.934236526
11.83961868,-2.144395351
12.28234673,-4.784348488
12.60065365,-3.049504042
12.49210453,-3.903312206
12.35759258,-3.530946255
15.14696121,-0.865885615
13.5241375,-0.345080644
12.86114979,-5.756771088
15.88995647,-6.190480709
12.76177597,9.555174828
9.366272926,2.226388693
10.34279823,-11.25914288
12.31928158,0.203869954
11.52724838,-1.12811625
11.49810314,-1.73188746
11.9737196,-2.297559977
12.96248341,-3.472994089
13.1245594,-1.897958159
13.30865574,-0.577733219
12.49493122,-1.525549889
12.58861542,-2.618105888
12.68884087,-1.481684208
13.49703407,0.08454939
13.07547188,-1.244980335
12.89156914,-0.435990036
13.06376076,-1.113922477
13.01945496,-0.592707872
12.79965305,0.515792966
12.60407925,-1.21985507
12.39963245,-1.128191113
12.97370148,-0.36154148
12.89065742,-1.007887483
12.89156628,0.013974438
12.48585606,0.251800627
12.19031525,-1.0160712
12.24359703,-0.557098329
12.38763046,-0.468165696
12.08975029,-0.584823787
12.42431641,-0.895017743
11.87324524,-0.841399968
10.69815254,-0.216516376
10.37835312,-1.864946246
10.12150383,-0.123044364
9.799102783,-2.551188231
10.57558155,-1.415047169
10.9757452,-2.550408125
10.70772362,-1.598557711
10.68258667,-2.133087873
11.12114048,-1.247641683
10.93889236,-1.534774184
11.7665596,-3.213343859
12.0603714,-1.528799891
12.19568539,-1.931549668
12.05430889,1.048156738
12.85972977,-1.366285324
12.60862064,-0.740566194
12.78438663,0.208838314
12.41947651,-1.246229529
12.84716511,-0.832104325
13.10880089,-0.531117737
12.38611412,1.105618596
12.46831131,-1.001595497
12.83664703,-1.639344811
12.96907902,0.187698349
13.18816376,-1.264250994
13.64674377,-1.320536852
13.92854309,-0.58109951
14.4473877,-1.572568655
